timestamp,event_name,direction,kalshi_price,poly_price,total_cost,theoretical_profit,margin,kalshi_ticker,poly_condition_id
2026-02-11T18:16:27+00:00,WCBB: Fordham vs Saint Louis (Feb 11),Buy YES@Kalshi + Buy NO@Polymarket,0.1900,0.7900,0.9800,0.0200,2.00%
2026-02-11T18:16:27+00:00,WCBB: Fordham vs Saint Louis (Feb 11),Buy NO@Kalshi + Buy YES@Polymarket,0.8200,0.1500,0.9700,0.0300,3.00%
2026-02-11T18:16:38+00:00,WCBB: Fordham vs Saint Louis (Feb 11),Buy YES@Kalshi + Buy NO@Polymarket,0.1900,0.7800,0.9700,0.0300,3.00%
2026-02-11T18:16:38+00:00,WCBB: Fordham vs Saint Louis (Feb 11),Buy NO@Kalshi + Buy YES@Polymarket,0.8200,0.1500,0.9700,0.0300,3.00%
2026-02-11T18:16:48+00:00,WCBB: Fordham vs Saint Louis (Feb 11),Buy YES@Kalshi + Buy NO@Polymarket,0.1900,0.7700,0.9600,0.0400,4.00%
2026-02-11T18:16:48+00:00,WCBB: Fordham vs Saint Louis (Feb 11),Buy NO@Kalshi + Buy YES@Polymarket,0.8200,0.1500,0.9700,0.0300,3.00%
2026-02-11T18:16:59+00:00,WCBB: Fordham vs Saint Louis (Feb 11),Buy YES@Kalshi + Buy NO@Polymarket,0.1900,0.7700,0.9600,0.0400,4.00%
2026-02-11T18:16:59+00:00,WCBB: Fordham vs Saint Louis (Feb 11),Buy NO@Kalshi + Buy YES@Polymarket,0.8200,0.1500,0.9700,0.0300,3.00%
2026-02-11T18:17:09+00:00,WCBB: Fordham vs Saint Louis (Feb 11),Buy YES@Kalshi + Buy NO@Polymarket,0.1900,0.7700,0.9600,0.0400,4.00%
2026-02-11T18:17:09+00:00,WCBB: Fordham vs Saint Louis (Feb 11),Buy NO@Kalshi + Buy YES@Polymarket,0.8200,0.1500,0.9700,0.0300,3.00%
2026-02-11T18:17:20+00:00,WCBB: Fordham vs Saint Louis (Feb 11),Buy YES@Kalshi + Buy NO@Polymarket,0.1900,0.7700,0.9600,0.0400,4.00%
2026-02-11T18:17:20+00:00,WCBB: Fordham vs Saint Louis (Feb 11),Buy NO@Kalshi + Buy YES@Polymarket,0.8200,0.1500,0.9700,0.0300,3.00%
2026-02-11T18:17:30+00:00,WCBB: Fordham vs Saint Louis (Feb 11),Buy YES@Kalshi + Buy NO@Polymarket,0.1900,0.7800,0.9700,0.0300,3.00%
2026-02-11T18:17:30+00:00,WCBB: Fordham vs Saint Louis (Feb 11),Buy NO@Kalshi + Buy YES@Polymarket,0.8200,0.1500,0.9700,0.0300,3.00%
